"maxO3" "T6" "T9" "T12" "T15" "Ne6" "Ne9" "Ne12" "Ne15" "Vx6" "Vx9" "Vx12" "Vx15" "Vx18" "maxO3v" "Vent12"
76 13.4 17.8 21.3 24 5 7 5 5 -0.866 -3.0642 -2.2981 -3.9392 -1.8794 67 "W"
113 12 20.6 24.8 27 3 1 1 2 0.866 1.3681 0.8682 -2.2981 -4 76 "S"
117 14.7 21.6 26.9 28.6 3 6 6 4 -0.9848 1.5321 1.9284 1.9284 0.766 113 "S"
131 16.1 22.7 28.4 30.1 4 5 3 3 0 0.1736 -1.9696 -1.9284 1.3681 117 "W"
166 17.2 19.8 27.2 30.8 8 4 0 1 0.3473 0.6428 -0.866 0.684 0 131 "W"
159 17.7 25 33.5 35.5 9 1 1 1 -0.1736 1 0.6946 -1.7101 -1.7321 166 "S"
100 18.6 20.1 22.9 27.6 8 8 8 6 1.3681 1.2856 -1.7321 -0.684 0 159 "W"
114 19.2 21 26.3 26.4 6 7 4 5 2 3.0642 2.8191 1.3681 2.5 100 "E"
112 15.2 21 24.4 26.8 1 1 6 3 4 4 4 3.7588 3.7588 114 "E"
101 16.1 16.9 17.8 20.6 7 7 7 7 0.866 -2 -0.5209 1.8794 -1.7101 112 "N"
76 14.4 17.5 18.6 18.7 7 7 7 7 -2 -3.4641 -4 -1.7321 -2.8191 101 "W"
59 12.1 16.5 20.3 20.3 2 5 7 6 -3 -4.3301 -5.3623 -4.5 -2.5 76 "W"
78 12.2 17.7 20.2 21.5 5 5 5 3 0.6428 0 0.5209 0 1.7101 59 "N"
76 10 17.3 22.7 24.6 4 4 5 6 0 -2.9544 -2.9544 -2 0.6946 78 "W"
55 14.5 15.3 16.8 19.2 8 8 7 5 -0.866 -1.8794 -1.8794 -2.3941 0 76 "W"
71 13.6 15.9 19.2 19.5 7 7 5 3 -3.9392 -6.1284 0 -1.3892 -1.7101 55 "N"
66 9 16.2 18.9 19.3 1 2 5 6 -1.8794 -1.3681 -0.8682 1.7101 -0.8682 71 "N"
59 14.5 18.3 18.3 19 8 7 7 7 -2.2981 -3.9392 -1.9284 -1.7101 -0.8682 66 "N"
68 10.9 16.9 20.8 22.5 7 6 5 7 -1.8794 -1.5 -3.4641 -3.0642 -0.6946 59 "W"
63 15.5 17.3 19.8 19.4 7 7 8 8 -2.8191 -4.5963 -6.0622 -4.3301 -3.4641 68 "W"
78 9 14.2 22.2 22 3 5 5 6 0.1736 -0.866 -5 -5 -4.6985 62 "W"
74 15.5 15.8 18.7 19.1 8 8 7 7 -3.4641 -4.5963 -6.8937 -7.5175 -4.924 78 "W"
71 10.5 15.2 17.9 18.6 6 6 5 1 -2.9544 -1.0419 -1.3681 -1.0419 -1.0261 74 "N"
69 12.6 17.1 17.7 17.5 8 6 7 8 -2.5981 -5.1962 -2.7362 -1.0419 -1.3681 71 "N"
71 11.4 15.4 17.7 16.6 4 4 5 5 -3.7588 -3.8302 0 1.3892 0 69 "N"
60 10.5 13.7 14 15.8 6 4 5 4 -1.5 0 3.2139 0 0 71 "N"
42 11.5 12.7 14.3 14.9 7 8 7 7 -2.2981 -2.5 -3.2139 -2.5 -2 60 "N"
65 12.5 14.8 16.3 15.9 7 7 7 7 -2.9544 -4.3301 -6.0622 -5.1962 -3.4641 42 "W"
71 13.1 15.5 18 17.4 8 7 7 6 -2.2981 -3.9392 -3.0642 0 0 65 "W"
96 7.6 11.3 19.4 20.2 9 3 3 3 0 -0.1736 3.7588 3.8302 3.4641 71 "E"
98 8.5 15.2 19.7 20.3 1 2 2 2 0.9397 4 5 4.3301 5.1962 96 "E"
92 8.9 14.7 17.6 18.2 3 1 4 6 0.6428 5.1962 5.1423 3.5 3.8567 98 "N"
76 9.8 13.3 17.7 17.7 6 7 7 6 -0.866 -0.9397 -0.766 -0.5 -1.8794 92 "W"
84 10.6 13.3 17.7 17.8 7 3 5 6 0 0 -1 -1.2856 -2.2981 76 "S"
71 15.6 16.6 18 18.5 8 7 7 7 -3.0642 -3.0642 -4.6985 -3.2139 -3.2139 84 "W"
77 13.5 16.2 20.8 22.1 8 6 5 5 0 -0.6946 -2 -1.3681 0.1736 71 "S"
99 11.7 16.9 23 22.6 6 6 4 7 0.866 1.5 0.8682 0.8682 0.684 77 "S"
83 16.2 16.9 19.8 22.1 8 6 5 3 0 -4 -3.7588 -4 -2.5981 99 "W"
70 14.5 15.7 18.6 20.7 8 7 7 7 0 0 -1.0419 -4 -5.1423 83 "S"
85 9.4 12.9 15.6 8.4 3 5 6 7 -2.8191 -3 -2 3.4641 0.3473 84 "W"
77 5.8 10.7 12.2 11.7 5 6 8 7 0 -1.8794 -5.1962 1.9696 1.7101 85 "W"
91 4.7 12.7 15.2 15.9 0 6 6 5 -1.7321 -1.7101 -1.2155 0 -2.0521 77 "N"
102 5.6 11.9 14.1 14.1 3 6 6 5 -1.5321 0 -1.7101 3.2139 2 91 "N"
96 3.8 11.8 13 13.4 3 2 7 7 -1 0 -1.0419 -1.0419 0 102 "N"
82 7 10.1 13.1 13.4 7 7 7 7 -1.7321 0 1.5321 2.9544 2.5981 96 "E"
104 5.3 13.8 18.1 19.6 1 1 2 4 -0.866 1.5 4 2.5981 0.6946 82 "E"
112 11.9 16.1 20.2 20.9 6 7 6 5 -1 0 1.0419 1.0419 0 104 "N"
88 11.1 11.4 12.4 12 8 8 8 8 0 0.8682 0 -1.3681 0 112 "N"
116 11.3 12.7 16.4 16.3 8 8 7 7 -2.5712 -3.8567 -1.7101 -0.8682 0 88 "N"
95 9.9 12.6 15.1 14.8 6 6 7 7 -1.9696 -2.8191 -5 -3.0642 -3 116 "W"
101 7.8 10.4 15.6 17.5 8 7 3 5 -1.8794 0.684 -1.2856 -2 -1.7101 95 "S"
88 13.5 16.2 16.7 14.7 8 8 8 8 2.5712 3.5 -2.0521 0 -3.8567 101 "S"
89 12 15.2 17.2 17.3 6 6 6 7 -1.3681 -5.3623 -5.1423 -4.4995 -2.5 88 "S"
99 11.7 14.8 18.3 21.2 7 6 6 4 0.3473 1 1.0261 2.9544 3.9392 89 "S"
121 15 21.8 27.5 29.5 2 4 5 4 1.8794 1.9284 2.5712 3.2139 3.4641 99 "S"
113 18.4 20.4 22.8 21.3 7 8 6 8 3.0642 2.5712 0 -3.5 -3.5 121 "S"
95 12.7 16.5 18.5 18.6 4 4 4 6 -2.5712 -4.6985 -4.3301 -5.1962 -4.4995 113 "W"
82 13 17 18.6 21 3 5 7 5 -1.0261 -3.0642 -3.0642 -5.3623 -2.5 95 "W"
73 14.7 16.2 20.4 23.3 7 7 7 6 0.5209 1.0419 2.5 3 -4.5963 82 "S"
97 13.4 16.3 17.9 18.2 6 7 8 8 -1.7101 0 0 2.3941 0 73 "S"
80 12.7 14.7 17.4 16.7 6 7 6 6 0.8682 -2.7362 -1.7365 -5 -3.5 97 "S"
83 10.9 13.8 15.9 18.1 1 6 6 5 -1.9284 -4.5963 -3.7588 -6.5778 -3.8567 80 "W"
92 12.8 13.9 17.9 18.5 8 7 5 3 -2.7362 -3.8567 -6.9282 -5.3623 -4.5963 83 "W"
85 9.6 15 15.6 16 1 4 6 5 -1.5321 -4.3301 -3.8567 -5.1423 -2.5 92 "S"
96 9.9 12.9 14.7 14.3 7 6 6 5 -2.5 -4.3301 -6.0622 -4.3301 -4.3301 85 "W"
71 10.5 13.4 12.9 14.7 7 6 7 6 -1.5 -4.6985 -5.3623 -4.3301 -0.866 96 "W"
98 11.6 13.2 15.1 15.3 8 8 6 7 0.8682 0 -4.924 -5.1962 -4.3301 71 "W"
83 9.9 14.5 16 17.8 6 7 5 7 -1.9284 -4.3301 -3.0642 -4.3301 -2 98 "W"
99 8.9 15 17.3 19.4 1 4 7 5 -0.9397 -2 -0.684 -1.7321 -1.8794 83 "N"
108 10.3 18.1 21.4 23 0 1 2 5 0.342 2.8191 5 3.7588 3.9392 99 "E"
125 14 20.9 25.4 26.7 6 4 1 1 3.9392 3.9392 4.6985 4.924 1.9284 108 "E"
144 16.9 22.2 26.8 27.3 5 7 6 7 1.9696 0.766 0.8682 -0.6946 -2.5981 125 "S"
105 12.5 15 19.6 22.8 8 6 4 4 -1.9284 -1.7321 -1.7321 -2 -1.9696 144 "W"
73 13.9 16 16.1 17.8 8 8 8 7 -1.0261 -2.5712 -2.2981 -2 -2.9544 105 "W"
86 12.1 12.7 14 15.4 8 8 8 7 -3.8567 -3.8567 -3.5 -3 -3.8567 73 "N"
87 9.8 14 18.8 19.4 6 7 7 6 -2 -3.7588 -4 -4.6985 -3.4641 86 "W"
96 12 14.8 18.2 17.7 7 7 6 7 -1.5 -2 -1.3681 -1.3892 2.5712 87 "S"
73 12.5 14.2 18.6 18 6 6 5 7 -0.6946 -2 -2 -2.8191 -1.2856 96 "S"
76 11.9 14.6 13.6 13.5 6 7 8 8 -1.9284 -3 -2.7362 -2.7362 -5 73 "S"
71 12 15.3 16 15.8 7 6 7 8 -1.9284 -4.3301 -4.5963 -5.1962 -2.5 76 "W"
59 11.3 14 13.3 16.2 2 7 8 8 -3 -1.9284 0 -1.3681 -2 71 "S"
57 14.9 16.7 17.9 19.6 8 8 7 6 -2 -3.2139 -4.6985 -2.0521 -3.8302 59 "W"
59 15.2 17.1 18.4 21.4 8 7 7 3 -1.9284 -3.0642 -3.8302 -1.7101 -1.3681 57 "W"
104 13.8 20.2 25.1 25.5 3 7 7 7 2.9544 2 -0.6946 -2.5712 -3.8302 59 "S"
77 14.8 17.5 20.2 22 8 8 7 7 0 -1.5 -2.5712 -2.5 -3.2139 104 "S"
102 15.5 19.2 24.4 27.2 6 6 4 5 -1.5 0.5209 -0.6946 -1.7101 -1.2856 77 "S"
138 17.5 23.4 28.3 31.3 2 1 0 4 -0.5 0.766 -0.684 1.9284 -2.8191 102 "N"
97 16.8 19 22.4 21.8 8 6 4 7 -2.5 -2.5981 -1.5 0.5209 0.6946 138 "N"
70 14.7 16.2 18.2 19.9 8 8 8 8 -0.5209 1.3681 0.6946 1.3681 0 97 "N"
76 14.1 16.4 19.3 19.8 1 1 6 8 -2.5 0 -1.3681 1 1.0261 70 "N"
87 13.8 18.2 20.8 22.7 7 5 7 7 -0.3473 -1.5 -2 -2.5 -3.8302 76 "S"
64 15.6 17.7 19.6 19.9 8 8 8 7 0 -1.3681 -1.9284 -1.7101 -2.5712 87 "S"
80 14.2 17.3 20.9 21 5 6 6 5 -1 -0.3473 2 0 0.8682 64 "E"
78 11.6 17.2 19.2 20.8 1 3 2 1 -1 0 -0.8682 -2.0521 1.0419 80 "N"
77 10.7 17.8 21 22 1 2 1 1 -0.9397 2.2981 1.5 -0.6946 -0.8682 78 "N"
92 11.8 17.3 21.8 21.7 1 2 2 2 -0.866 0 -0.6946 0.6946 -1.7101 77 "N"
78 13.3 16.9 19.5 20.7 6 5 4 3 -1.0261 0.8682 -1.0419 -2.3941 -2.7362 92 "N"
85 11.2 16.5 18.3 19 2 4 4 2 -2.5981 1.0419 -2.5 -3 -0.8682 78 "N"
90 8.8 16.2 19.8 19.8 1 5 5 4 -0.866 -0.5209 -1.9284 -0.8682 -1.0419 85 "N"
66 12.5 17.3 20.2 19.9 7 5 7 8 -2 -2.8191 -2.8191 -3.9392 -3.7588 90 "W"
64 14.9 16.2 15 18.4 8 8 8 4 -3.2139 -3.5 -3.0782 -4.5963 -4.924 66 "S"
62 14 16.8 18.3 19 8 7 7 7 -3.4641 -5.1962 -6.0622 -6.1284 -4.5 64 "W"
72 16.1 17.1 14.9 18.3 8 7 7 6 -3.8567 -6.5778 -8.6603 -6.9282 -6.0622 62 "W"
83 12.5 14.4 17.7 21.5 8 8 7 4 -1.8794 -2.2981 -1.9696 -4.3301 -4.3301 72 "W"
59 13.4 14.8 16.3 18.7 8 8 8 7 0 -2.0521 0 -4.5963 -4.3301 83 "S"
73 14 15.6 17.2 19.7 8 8 8 7 -1.9696 -3 -2.9544 -2 -1.9696 59 "W"
67 11.8 16.6 18 19.1 7 7 8 7 -0.1736 -3.4641 -3.0642 -3.8302 -3.0642 73 "W"
57 15.1 17.2 18 19.7 8 8 8 7 -0.6946 -2.5 -1.7101 -1.7101 -2 67 "S"
75 16.4 17.1 19.4 20.9 8 8 6 7 0 -1.0261 -4.6985 -6.8937 -3.8567 57 "W"
63 12.8 17.1 18.3 19.7 2 5 6 6 -1.5 -2.5712 -2.3941 -3.2139 -4.6985 75 "S"
69 11.6 16.9 19.2 21.2 6 6 5 4 0.684 -0.8682 -1.7101 -4.4995 -3.8302 63 "S"
70 14.2 16.3 17.4 20.7 8 8 8 7 1.9284 2 2.5 -2.3941 -3.2139 69 "S"
74 13.7 17.4 20.2 21.6 1 3 4 4 -2.5712 -3.5 -2.0521 -3.5 -0.8682 70 "N"
103 13.9 18.6 22.3 23.1 2 2 4 4 -0.6946 0 -1.3681 0.8682 -1.0419 74 "N"
117 13.8 19.6 24.2 24.1 2 1 2 4 -1.5321 -1.0419 0 1.3892 0 103 "N"
136 14 21.5 25.6 25.7 0 1 2 4 -1.7321 -0.6946 -1.3892 0 0 117 "N"
111 16.3 19.1 23.4 24.9 8 7 3 3 -1.9284 -1.9284 -1.3681 -2 -2.3941 136 "N"
115 13.2 20.2 25.1 27.1 1 3 2 3 -0.766 1.2856 1.9284 1.8794 2.0521 111 "S"
149 16.8 22.3 26.8 28.5 3 1 1 1 3.7588 1.8794 2 1.2856 4 115 "E"
150 16.9 23.5 27.9 25.8 1 5 3 6 0.866 -0.9397 -2.8191 -1.5628 0 149 "W"
84 13 17.8 20 20.7 2 6 7 6 -2.5712 -1.3681 0 1.7101 -2.0521 150 "N"
99 11.5 19.4 23.1 25.6 1 3 5 5 -0.766 1.8794 1.5 -0.5209 0 84 "N"
95 12.2 18.1 24.9 27 4 5 4 2 -1.7321 -1.7321 -5 -4.924 -6.5778 99 "W"
79 16.4 19.5 21.1 23.6 7 7 6 4 -3.7588 -4.3301 -3.8302 -2.9544 0 95 "W"
56 16.1 18.6 20.9 22.3 7 7 8 7 -1 -3.9392 -4.6985 -3.7588 -4.3301 79 "W"
57 17.3 18.8 21.5 23.3 8 8 7 6 1 -0.342 0 -0.5209 -3.0642 56 "S"
98 14.8 22.9 26.8 28.7 1 0 6 5 -0.9848 0.684 0.5209 -1.0261 -1.5321 57 "S"
91 15.8 21.1 25.2 25.8 9 3 1 0 -2.8191 -0.5209 -1.3681 0.8682 0 98 "N"
89 16 20.5 25.7 27.3 8 2 3 7 0.684 -1.3681 -1.0261 -1.3681 0 91 "N"
60 17.4 18.1 19.1 19.4 8 8 8 8 -1.5 -0.6946 -0.3473 -0.684 -1.5 89 "N"
68 14.5 17 17.2 17.5 7 6 6 5 -3 -4 -2.5981 -1.8794 0 60 "W"
63 12.6 16.5 15.9 16.5 7 7 7 7 1.2856 2.0521 0 1.7101 0.5209 68 "S"
85 13.9 16.2 20.5 19.2 6 7 5 7 0 0.5209 1.0419 -5.6382 -2 63 "S"
84 12.9 15.9 20.1 21.2 8 4 7 7 -2.8191 -1.5321 -2.9544 -2.9544 -1.9696 85 "W"
92 13.3 16 21.6 23 8 7 6 6 -2 -3.4641 -2.8191 0 1.7101 84 "W"
87 13.6 19.2 22.4 21.9 7 5 6 7 -0.342 -1 -2.8191 -2.2981 -1.7321 92 "W"
118 15.2 18.6 23.1 24.5 8 7 4 4 -2.5712 -2 -2.3941 -2.0521 -0.8682 87 "N"
79 16.3 18.9 19.7 21 8 8 8 8 -1.8794 -3.4641 -3.0642 -1 -1.8794 118 "W"
70 15 18.3 22.5 21.1 7 7 6 7 -1.5321 -2.8191 -3 -2.5 -4.924 79 "W"
63 14.8 16.7 17.5 17 6 8 7 8 -2.5712 -5.1962 -5.9088 -6.5778 -6.8937 70 "W"
65 13.4 16.1 16.6 17 8 6 7 6 -4.3301 -4.3301 -5.7851 -5.7851 -4 63 "N"
70 13.5 16.9 16.9 15.7 7 7 7 8 -2.5981 -3.7588 -4.6985 -2.5 -0.5209 65 "W"
67 15.4 17.7 20 20.9 8 7 7 6 -3.7588 -4.3301 -3.2139 -0.6946 1.7101 70 "N"
91 12.5 17.9 23.1 25.6 6 2 1 1 -0.866 -0.766 -1.2856 -1.5321 1.0419 67 "S"
114 14.7 21.5 27.1 29.1 7 0 1 0 0.6428 2.5981 3.0642 2.2981 2.5981 91 "E"
122 15.6 21.9 26.9 26.5 6 1 2 1 -1.5321 -1.5321 -0.3473 -1.0419 1.3681 114 "N"
111 16.9 19.8 25 28.3 8 5 4 4 -0.3473 0.684 0 -1.8794 0.8682 122 "N"
94 16.1 20 23.9 26.7 8 5 5 2 -1.5 -1.9284 -4.3301 -1.9284 -2.2981 111 "W"
74 14.5 18.6 23.9 25.4 7 6 7 6 -1.5321 -0.9848 -0.5 -1.9284 -3.0642 94 "N"
84 17.4 19.3 23 25.1 2 7 5 6 -1.2856 -2.8191 -1.9284 -2.8191 0.6946 74 "S"
69 14.7 17.3 21.1 20.3 5 6 5 7 -2.2981 -2.5712 -4.3301 -0.8682 -0.6946 84 "W"
87 12.4 14.9 21.3 22.9 9 4 6 7 -0.866 -0.6428 0.342 0 1.0419 69 "N"
91 13.4 19.8 23.3 22 3 5 7 7 0 1.9696 3.9392 1.7321 1.5 87 "E"
99 16.2 21.6 24 24.9 6 3 4 4 -1.2856 2 3.4641 1.3681 2.0521 91 "E"
111 11.4 20 23.6 24.3 1 3 4 4 -0.866 1.3681 3.9392 1.5 1.0419 99 "E"
106 12.5 18.7 23.3 23.9 2 1 5 5 0 1 2 3 4.6985 111 "N"
67 17.4 16.4 16.9 16.1 8 8 8 8 2.5 0.6946 0 0 0 106 "N"
84 16.3 16.9 16.6 17.5 8 8 8 8 0.8682 0.8682 0.8682 2.0521 0 67 "N"
104 15.7 19.9 21.7 22.1 8 2 5 7 -1 0.8682 0 0.8682 0 84 "N"
75 15.2 19.3 22.3 22.4 7 4 5 4 -1 0.6946 -0.6946 0.6946 0.3473 104 "N"
106 13.2 19 23.7 25.8 6 1 4 3 0.6428 0.3473 0.6428 -3 -1.7321 75 "S"
74 15.9 18.6 21.6 22.8 7 6 3 3 0.8682 0.8682 1.0419 -1.7101 0 106 "N"
84 11.6 18.2 21.5 21.4 5 2 3 4 -0.5 2.8191 4.924 4.924 3.7588 74 "E"
87 10.4 18.2 22.8 24.5 1 0 1 1 0.3473 3.7588 5 3.9392 2.9544 84 "E"
107 12.6 18.8 23.5 26 4 6 4 4 -0.9848 -0.342 -1.5321 -1.5321 -2.0521 87 "W"
110 15 17.7 21.1 21.6 8 7 4 6 -1.2856 -3.4641 -1.5 -1.7321 -3.9392 107 "S"
100 11 16 20.1 20.5 3 4 6 7 0 -2.8191 -1.8794 -1.7101 -0.5209 110 "W"
62 15.2 17.7 19.9 20.8 7 7 8 7 -1.9284 -2.5712 -3.8567 -4.5963 -3.8302 100 "S"
64 16.6 17.6 20 18.7 8 7 7 7 -1.9284 -3.2139 -4.4995 -2.5981 -1.5 62 "S"
66 12.2 14.7 17.4 15.6 7 7 6 7 -0.342 -1.2856 -1.5 -2.2981 -1 64 "S"
70 12.8 13.1 18.1 20 8 7 6 5 -1.0261 -3 -4 -5.1962 -3.0642 66 "W"
73 8.9 15.5 18.7 21.8 1 3 5 5 0 0 0 -2 -1.5321 70 "N"
79 13.7 19 21.6 22.2 4 2 4 3 0.9397 1.5321 3 3.7588 3.4641 73 "E"
95 10.3 17.7 21.6 22.7 0 1 6 3 -1 2.8191 4.6985 4.6985 2.5981 79 "E"
99 12.5 19.2 24.2 25.5 0 0 0 0 0 2.8191 5 5.6382 5.1962 95 "E"
122 11 18.2 23.9 24.9 0 0 0 0 0.342 2.5712 5.9088 4.3301 4.3301 99 "E"
97 13.6 18 20.1 21.5 7 6 7 3 1.9284 5.9088 5.9088 6.8937 3.8567 122 "E"
101 12.1 18 22.2 22.9 2 0 1 1 1.5 3.9392 6 5.9088 4.3301 97 "E"
103 12.2 17.7 22.7 24.2 2 1 1 3 3 5.9088 5.9088 6 4 101 "E"
95 13.1 16.5 23.7 24.4 6 7 3 7 2 4 3.9392 3.7588 2.9544 103 "E"
88 8.8 15.4 19.3 19.3 1 0 5 7 -0.9848 2.2981 3.0642 2.0521 0 97 "E"
73 9.5 15.3 18.3 19.2 0 6 5 5 0.3473 1.0419 3.8567 1.3892 3 88 "N"
83 9.8 13.3 16.3 17 2 1 1 3 2 3.5 5.1423 4.4995 3.2139 73 "N"
79 4.5 12.3 16.2 17.1 1 2 3 4 -0.5 0.3473 3.0642 2 -0.3473 83 "E"
76 7 13.7 17 17.9 4 7 8 7 -2 -3.7588 -2.5 -3 -1.5 79 "N"
79 10.2 11.5 18.3 20 9 9 2 6 1 1.8794 0.866 3 1.9696 76 "E"
91 6.2 14.1 19.8 21.1 0 0 1 2 -0.866 2.5981 3.4641 3.4641 1.9696 79 "E"
89 8.1 14.8 20.4 22 4 5 5 4 1.9696 3.4641 3.8302 3.0642 0.6428 91 "E"
99 9.4 13.8 21.7 24.7 6 6 6 3 1.8794 1.2856 1.2856 3.4641 2.8191 89 "S"
99 10.8 15 15.9 17.9 3 5 7 5 -1.3681 -4.4995 -3.4641 -5.3623 -1.7101 103 "W"
101 12.8 14.3 16.5 15.9 7 6 6 7 0 -6.0622 -8.4265 -10.3366 -6.5778 99 "W"
99 7.7 13.9 17.4 18.1 1 5 6 6 0.684 -3.2139 -2.3941 -4.5963 -2 101 "S"
122 9 18.7 23.4 24.1 1 1 2 5 1.5321 1.0419 -1.2155 -3 -4.3301 99 "S"
97 12.5 14.3 16.4 16.2 7 6 7 8 -2.2981 -3 -1.9696 0.6946 0 122 "W"
90 6.1 12.6 15.3 16 6 6 5 5 -1.7321 -1.0419 0 0 0 97 "N"
101 7.1 14.5 19.6 21.1 1 0 1 0 0 1.7101 2.5 2.0521 0 90 "N"
100 9.7 15.5 17.2 16.4 2 3 7 8 -1.0261 0.8682 0.6946 -2.0521 0 101 "N"
93 9.9 12.8 14.3 15.4 6 7 7 6 -2.5 -1.7101 -3 -2.5981 -0.8682 100 "N"
97 7.1 14 16.8 17.6 6 5 7 7 0 0 -4.6985 -2.5712 -3.0642 93 "W"
83 11.2 14.6 16.5 18.8 7 8 7 6 0.3473 -2.2981 -1.3681 -3.2139 -4.3301 97 "S"
88 10 12.5 13.7 13.7 7 8 8 8 -1.5 -1.3681 -2.0521 -4.5963 -3.0642 83 "S"
89 6.5 12.7 13.3 13.7 1 4 5 6 -1.9696 -5.1962 -4.3301 -3.8302 -3.5 88 "W"
91 6.6 13 14.1 14.9 1 4 6 6 -2 -4.3301 -2.5712 -1.3681 0.8682 89 "N"
110 4.6 12.8 16.5 18.6 3 6 6 4 -0.866 0.684 -0.5209 -1.7321 -1.2856 91 "S"
105 11.1 12.4 16.7 17.2 7 8 7 8 0 1.9284 -1.3681 -2.5 -3.7588 110 "S"
77 12.7 15.3 16.2 14.3 7 8 8 8 -1.3681 -3.8567 -2.7362 -3 -5.3623 105 "S"
74 13.7 16 15 14 8 7 8 8 -1.0261 -3.2139 -2.5712 -1.2856 0 77 "S"
91 14.1 13.8 17.7 18.2 8 8 4 6 -2.5 -3.0642 -6.5778 -8.4572 -6.5778 74 "W"
102 10.1 14.5 17.9 16.9 1 4 7 7 -2.5981 -6.5778 -5.9088 -5.9088 -4.6985 91 "W"
83 11.7 12.8 13.6 16.5 7 8 8 8 -2.2981 -3.4641 -1.9284 -3.7588 -2.2981 102 "S"
91 13.3 16 19.7 20.6 8 7 6 2 -2.2981 -2.5712 -3.8302 -5.3623 -3.8302 83 "W"
85 11.9 14.7 18.4 16.9 7 7 8 8 -1.5 -2.5981 -4.6985 -4 -3 91 "W"
86 11.4 10.6 11.6 12.3 8 8 8 8 -1.2856 -1.3681 0 0.5 -3.4641 85 "N"
89 10.3 14.7 16.2 16.7 6 6 5 6 -2.8191 -2.5712 -1.7101 -3.2139 -1.3681 86 "N"
93 6.7 13.6 15.9 17.2 1 3 4 5 -0.9848 -1.8794 -1.0261 -0.5209 1.5 89 "N"
134 11.7 19.9 23.7 25.6 1 2 1 1 0 0 3.4641 4 1.9696 89 "E"
140 14.4 23.3 26.7 27.6 1 3 3 2 0 4 3.9392 2.9544 1.7321 134 "E"
129 16.5 24.5 28.8 29.6 1 1 2 4 0 0.9848 -0.3473 1.0261 -0.684 140 "S"
137 18.1 22 26.5 29.1 0 5 5 5 -0.766 1 -1.5321 -4.3301 3.7588 129 "W"
106 15.1 20.7 20.8 22.5 5 7 7 4 -1.7321 -0.9397 -1.5321 -4.6985 -3.4641 137 "W"
93 15.3 16.7 18.8 21.2 7 8 7 6 -1.5 -1.0261 -2.5712 -2.2981 -3.2139 106 "N"
85 14.8 15.5 21 22.2 8 7 6 5 0 0.684 -4.5963 -3.8567 -3.8302 93 "W"
92 14.5 18.1 20.9 21.9 6 6 7 4 -0.5 -2.5981 -2 -3.8567 -2.5712 85 "S"
95 11.3 16.5 19.8 21.7 1 4 3 4 0.342 -0.766 0.866 -0.684 -1.9284 92 "E"
99 13.1 19.4 22.9 23.5 3 6 3 4 0.3473 -2 -5.1962 -3.8302 -3.8302 95 "W"
100 14.8 19.5 22.1 23.9 8 5 8 5 -1.5321 -1.5 -1.9284 -2.5981 -1.8794 99 "S"
103 15.6 20.3 21.8 22.1 3 3 3 6 -0.342 -5.9088 -5.9088 -5.9088 -5 100 "W"
101 12.5 18.3 21.6 23.9 6 6 7 6 0.9397 2.5712 2.5712 0 -1.5 103 "S"
90 16.6 20.2 21.8 19.9 7 8 8 7 -2.5981 -5.1962 -5.3623 -3.5 -4.5963 101 "W"
93 15.4 20 22.5 24.4 7 4 5 6 0.684 -0.684 0 -1.7321 -1 90 "S"
88 14.9 20.3 22.8 23.2 2 4 1 1 -1 0 0 0.8682 -1.0419 93 "N"
101 14.2 20.6 24.9 27.5 1 3 1 2 1.0261 3.4641 3.2139 2.2981 2.5 88 "N"
120 20.2 20.2 21.8 27.8 7 8 5 3 0.9848 -0.9848 -1 -2.5981 0 101 "N"
132 15.7 18.1 22.2 26 8 8 6 2 -0.5209 1.0261 1.0261 0.6946 0 120 "N"
133 16 23.8 27.7 30.4 1 6 6 5 -0.1736 2.2981 2.8191 -1.7321 0.3473 132 "E"
99 16.7 18.4 21.8 23.1 7 8 6 6 -1 -3.9392 -2.5712 0 0 133 "N"
89 12.8 18.8 23.1 25.7 4 1 1 4 -0.9848 -2.8191 -3 -2.2981 -5.9088 99 "W"
86 15.6 18.2 23.8 25 8 1 1 1 -0.6946 0.684 -0.5209 0.8682 0.6946 57 "N"
131 15.9 23.5 28.2 30.5 2 3 6 7 2.9544 3.4641 5.6382 4.3301 3.4641 86 "E"
136 18.9 26 32.4 34.8 7 3 3 2 1.9284 4.924 6 3.8302 0.5209 131 "E"
91 16.1 19.1 21.5 24.3 7 5 5 4 -3.5 0 0.6946 -0.6946 2.0521 136 "N"
98 14.7 20.4 24.3 26.4 1 1 4 3 0.342 2.2981 1.9284 1.7101 0 91 "N"
131 17.9 23.8 26.9 23.5 1 1 8 7 1 1.8794 -0.6428 2.9544 0.684 98 "S"
128 18.2 25.6 30.6 32 4 5 7 7 1.7321 3.0642 5.9088 3.2139 -6.1284 95 "E"
87 16.3 18.8 21.3 20.1 6 5 7 7 -1.7101 -2.5712 -5.1423 -2.7362 -2.5 128 "S"
72 15.6 18.2 21.2 17 6 6 6 6 -3.2139 -4.6985 -5.6382 -1.7321 -1.5 87 "W"
85 13.8 18.3 21.1 15.2 3 5 7 8 -1 -2.9544 -4.3301 -2.9544 -3.4641 72 "W"
79 13.9 19 17.6 18 4 6 7 6 -0.9397 -3.8567 -4 -1 -0.5 85 "N"
78 14.7 17.8 19.2 19.8 7 8 8 7 -3 -2.9544 -2.8191 -2.2981 0.3473 79 "W"
